ID,Source,TMC,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight,Hour,Duration
A-4071454,Bing,,2,2018-03-22 06:14:40,2018-03-22 12:14:40,37.73226,-122.43196999999999,37.73016,-122.4394,0.431,At Monterey Blvd/San Jose Ave - Accident.,,I-280 S,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2018-03-22 05:56:00,59.0,,83.0,29.71,7.0,South,18.4,0.09,Light Rain,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Day,Day,06,360
A-4071464,Bing,,3,2018-03-22 11:04:08,2018-03-22 17:04:08,37.80715,-122.47567,37.80706,-122.47556999999999,0.008,At Golden Gate Bridge/Toll Plaza - Accident. Fuel spillage accident.,,Golden Gate Brg S,R,San Francisco,San Francisco,CA,94129,US,US/Pacific,KSFO,2018-03-22 10:56:00,54.0,,83.0,29.85,7.0,West,18.4,0.03,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,11,360
A-4071472,Bing,,2,2018-03-22 15:20:42,2018-03-22 21:20:42,37.80771,-122.36764,37.80811,-122.36719,0.037000000000000005,At Treasure Island Rd - Accident. Lane blocked.,,I-80 W,R,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2018-03-22 14:53:00,57.0,,57.0,29.93,10.0,West,28.8,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,15,360
A-4071478,Bing,,2,2018-03-22 16:53:40,2018-03-22 22:53:40,37.752705999999996,-122.40301399999998,37.752705999999996,-122.40301399999998,0.0,At Army St/Potrero Ave - Accident.,,James Lick Fwy S,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2018-03-22 16:53:00,54.0,,59.0,29.97,10.0,West,28.8,,Scattered Clouds,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,16,360
A-4071482,Bing,,3,2018-03-22 17:58:08,2018-03-22 23:58:08,37.740629999999996,-122.40793000000001,37.73515,-122.40685,0.38299999999999995,At I-280/Alemany Blvd - Accident.,,James Lick Fwy S,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2018-03-22 17:56:00,54.0,,47.0,30.0,10.0,West,25.3,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,17,360
A-4073170,Bing,,3,2018-03-27 08:17:16,2018-03-27 14:17:16,37.73235,-122.4141,37.73679,-122.40319,0.67,At US-101 (San Francisco) - Accident.,,John F Foran Fwy,R,San Francisco,San Francisco,CA,94134,US,US/Pacific,KSFO,2018-03-27 07:56:00,54.0,,66.0,30.24,10.0,West,5.8,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,08,360
A-4073182,Bing,,2,2018-03-27 13:58:07,2018-03-27 14:28:07,37.780429999999996,-122.39915,37.780429999999996,-122.39915,0.0,At I-80/James Lick Skwy/Bryant St - Accident.,445.0, 4th St,L,San Francisco,San Francisco,CA,94107-1241,US,US/Pacific,KOAK,2018-03-27 13:53:00,66.9,,42.0,30.21,10.0,SSW,9.2,,Scattered Clouds,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,13,30
A-4073660,Bing,,2,2018-03-27 04:36:00,2018-03-27 10:36:00,37.7862,-122.39068999999999,37.7855,-122.39182,0.078,At Fremont St/Harrison St - Accident. Right lane blocked.,,I-80 W,R,San Francisco,San Francisco,CA,94105,US,US/Pacific,KOAK,2018-03-27 04:53:00,46.0,,86.0,30.2,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,04,360
A-4074242,Bing,,3,2018-03-29 00:53:15,2018-03-29 06:53:15,37.78667,-122.3902,37.80937,-122.36581000000001,2.057,Between Bay Bridge (San Francisco) and Bay Brg - Accident. emergency vehicles at scene.,,I-80 W,R,San Francisco,San Francisco,CA,94105,US,US/Pacific,KOAK,2018-03-29 00:53:00,55.9,,87.0,30.08,10.0,Calm,,,Clear,False,False,True,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,00,360
A-4074788,Bing,,2,2018-03-30 15:24:00,2018-03-30 21:24:00,37.796170000000004,-122.46958000000001,37.792640000000006,-122.46963999999998,0.244,At General Douglas MacArthur Tunl - Accident.,,State Highway 1,R,San Francisco,San Francisco,CA,94129,US,US/Pacific,KSFO,2018-03-30 14:56:00,70.0,,59.0,30.04,10.0,North,8.1,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,15,360
A-4075419,Bing,,2,2018-01-31 19:00:17,2018-02-01 01:00:17,37.74492,-122.40505,37.75251,-122.40279,0.539,At Army St/Potrero Ave - Accident.,,James Lick Fwy S,R,San Francisco,San Francisco,CA,94124,US,US/Pacific,KSFO,2018-01-31 18:56:00,57.0,,69.0,30.04,10.0,West,8.1,,Scattered Clouds,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Day,19,360
A-4076030,Bing,,2,2018-02-01 17:57:20,2018-02-01 23:57:20,37.80702,-122.368375,37.80702,-122.368375,0.0,At Bay Brg - Accident. in the middle lane.,,San Francisco-Oakland Bay Brg E,R,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2018-02-01 17:53:00,60.1,,64.0,30.1,10.0,WNW,3.5,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,17,360
A-4076037,Bing,,2,2018-02-01 18:31:50,2018-02-02 00:31:50,37.792115,-122.46967099999999,37.792115,-122.46967099999999,0.0,At Presidio of San Francisco - Accident.,,State Highway 1,R,San Francisco,San Francisco,CA,94129,US,US/Pacific,KSFO,2018-02-01 18:56:00,63.0,,46.0,30.1,10.0,West,10.4,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,18,360
A-4076044,Bing,,2,2018-02-01 19:49:03,2018-02-02 01:49:03,37.77848,-122.40061000000001,37.782309999999995,-122.39608,0.36200000000000004,At 4th St/5th St - Accident. in the left lane.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2018-02-01 19:53:00,55.9,,72.0,30.11,10.0,Calm,,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,19,360
A-4077037,Bing,,3,2018-02-04 01:41:33,2018-02-04 07:41:33,37.7855,-122.39182,37.78776,-122.3953,0.24600000000000002,Ramp to Exit 2C - Accident.,,I-80 W,R,San Francisco,San Francisco,CA,94105,US,US/Pacific,KOAK,2018-02-04 01:53:00,55.0,,89.0,30.09,10.0,Calm,,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,01,360
A-4078293,Bing,,2,2018-02-06 13:38:29,2018-02-06 19:38:29,37.741364000000004,-122.407673,37.738209999999995,-122.40810800000001,0.21899999999999997,At I-280/Alemany Blvd - Accident. Lane blocked.,,James Lick Fwy S,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2018-02-06 13:56:00,72.0,,22.0,30.05,10.0,Calm,,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,13,360
A-4078294,Bing,,2,2018-02-06 13:38:29,2018-02-06 19:38:29,37.740629999999996,-122.40793000000001,37.73539,-122.40918,0.368,Ramp to James Lick Fwy - Accident. Lane blocked.,,James Lick Fwy S,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2018-02-06 13:56:00,72.0,,22.0,30.05,10.0,Calm,,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,13,360
A-4078296,Bing,,3,2018-02-06 18:47:28,2018-02-07 00:47:28,37.750323,-122.392179,37.73407,-122.41103000000001,1.524,Between 25th St and US-101 (San Francisco) - Accident.,,I-280 S,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2018-02-06 18:53:00,64.0,,38.0,30.08,10.0,South,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Day,18,360
A-4078939,Bing,,2,2018-02-07 18:54:58,2018-02-08 00:54:58,37.7629,-122.40543000000001,37.761990000000004,-122.40596000000001,0.069,At Vermont St - Accident. in the left lane.,,James Lick Fwy S,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2018-02-07 18:56:00,66.0,,56.0,30.22,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,18,360
A-4078940,Bing,,2,2018-02-07 18:53:28,2018-02-08 00:53:28,37.71951,-122.44821999999999,37.71974,-122.44819,0.016,At Geneva Ave - Accident.,,John F Foran Fwy,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2018-02-07 18:56:00,66.0,,56.0,30.22,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,18,360
A-4079542,Bing,,2,2018-02-08 15:30:15,2018-02-08 21:30:15,37.7862,-122.39068999999999,37.7855,-122.39182,0.078,At Fremont St/Harrison St - Accident.,,I-80 W,R,San Francisco,San Francisco,CA,94105,US,US/Pacific,KOAK,2018-02-08 15:53:00,70.0,,42.0,30.11,10.0,WNW,11.5,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,15,360
A-4079549,Bing,,2,2018-02-08 16:11:30,2018-02-08 22:11:30,37.80771,-122.36764,37.80811,-122.36719,0.037000000000000005,At Treasure Island Rd - Accident.,,I-80 W,R,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2018-02-08 15:53:00,70.0,,42.0,30.11,10.0,WNW,11.5,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,16,360
A-4079562,Bing,,2,2018-02-08 18:57:13,2018-02-09 00:57:13,37.806525,-122.368902,37.806525,-122.368902,0.0,At Bay Brg - Accident.,,San Francisco-Oakland Bay Brg E,R,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2018-02-08 18:53:00,61.0,,64.0,30.09,10.0,Calm,,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,18,360
A-4080209,Bing,,2,2018-02-09 07:15:13,2018-02-09 13:15:13,37.78667,-122.3902,37.80937,-122.36581000000001,2.057,Between Bay Bridge (San Francisco) and Bay Brg - Accident. Right lane blocked.,,I-80 W,R,San Francisco,San Francisco,CA,94105,US,US/Pacific,KOAK,2018-02-09 06:53:00,46.9,,100.0,30.09,10.0,Calm,,,Clear,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,07,360
A-4081058,Bing,,2,2018-02-12 13:06:14,2018-02-12 19:06:14,37.77449,-122.40661000000001,37.772645000000004,-122.406768,0.128,Between 7th St/Bryant St and US-101 - Accident. Right lane blocked.,,I-80 W,R,San Francisco,San Francisco,CA,94103,US,US/Pacific,KSFO,2018-02-12 12:56:00,57.0,,44.0,29.89,10.0,North,10.4,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,13,360
A-4081059,Bing,,2,2018-02-12 13:35:29,2018-02-12 19:35:29,37.76197,-122.40578000000001,37.76287,-122.40523999999999,0.069,At Vermont St - Accident. Left lane blocked.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2018-02-12 13:53:00,57.9,,44.0,29.87,10.0,WNW,13.8,,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,13,360
A-4081072,Bing,,2,2018-02-12 16:02:29,2018-02-12 22:02:29,37.735925,-122.404772,37.737648,-122.401932,0.196,Between US-101 (San Francisco) and Army St - Accident. Center lane blocked.,,John F Foran Fwy,R,San Francisco,San Francisco,CA,94124,US,US/Pacific,KSFO,2018-02-12 15:56:00,57.0,,47.0,29.89,10.0,West,16.1,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,16,360
A-4081076,Bing,,2,2018-02-12 16:34:42,2018-02-12 22:34:42,37.80771,-122.36764,37.80811,-122.36719,0.037000000000000005,At Treasure Island Rd - Accident. Right lane blocked.,,I-80 W,R,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2018-02-12 16:53:00,55.9,,51.0,29.89,10.0,West,15.0,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,16,360
A-4081613,Bing,,2,2018-02-13 16:16:48,2018-02-13 22:16:48,37.747415999999994,-122.40420300000001,37.75112,-122.40303,0.264,At Army St/Potrero Ave - Accident. Right lane blocked.,,US-101 N,R,San Francisco,San Francisco,CA,94124,US,US/Pacific,KSFO,2018-02-13 15:56:00,62.1,,32.0,30.14,10.0,North,3.5,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,16,360
A-4081635,Bing,,2,2018-02-13 18:37:48,2018-02-14 00:37:48,37.73473,-122.40638,37.74072,-122.40773999999999,0.42,At I-280/Alemany Blvd - Accident. Left lane blocked.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94134,US,US/Pacific,KSFO,2018-02-13 18:56:00,55.9,,44.0,30.15,10.0,West,10.4,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,18,360
A-4082161,Bing,,2,2018-02-14 07:48:16,2018-02-14 13:48:16,37.740629999999996,-122.40793000000001,37.73515,-122.40685,0.38299999999999995,At I-280/Alemany Blvd - Accident. Right lane blocked.,,James Lick Fwy S,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2018-02-14 07:56:00,50.0,,71.0,30.2,10.0,NW,4.6,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,07,360
A-4082711,Bing,,3,2018-02-14 22:34:46,2018-02-15 04:34:46,37.80771,-122.36764,37.80811,-122.36719,0.037000000000000005,At Treasure Island Rd - Accident. Clearance work.,,I-80 W,R,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2018-02-14 22:53:00,50.0,,77.0,30.19,10.0,West,10.4,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,22,360
A-4083371,Bing,,2,2018-02-16 09:45:36,2018-02-16 15:45:36,37.741791,-122.39801899999999,37.743208,-122.396744,0.12,At Army St - Accident. Lane blocked.,995.0, Selby St,R,San Francisco,San Francisco,CA,94124-1304,US,US/Pacific,KSFO,2018-02-16 09:56:00,53.1,,66.0,30.28,10.0,ENE,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,09,360
A-4083376,Bing,,2,2018-02-16 11:25:19,2018-02-16 17:25:19,37.73251,-122.41368,37.732646,-122.413367,0.02,At US-101 (San Francisco) - Accident. Lane blocked.,,John F Foran Fwy,R,San Francisco,San Francisco,CA,94134,US,US/Pacific,KSFO,2018-02-16 10:56:00,55.0,,64.0,30.27,10.0,NE,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,11,360
A-4083397,Bing,,2,2018-02-16 15:53:07,2018-02-16 21:53:07,37.793192,-122.469555,37.793192,-122.469555,0.0,At General Douglas MacArthur Tunl - Accident. in the left lane.,,State Highway 1,R,San Francisco,San Francisco,CA,94129,US,US/Pacific,KSFO,2018-02-16 15:56:00,63.0,,50.0,30.15,10.0,West,10.4,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,15,360
A-4084301,Bing,,2,2018-02-19 02:36:16,2018-02-19 03:06:16,37.793738,-122.40293,37.793759,-122.402934,0.001,At Bush St - Accident.,492.0, Montgomery St,R,San Francisco,San Francisco,CA,94104-1262,US,US/Pacific,KOAK,2018-02-19 02:53:00,44.1,37.1,53.0,29.97,10.0,NW,15.0,,Clear,True,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night,02,30
A-4084302,Bing,,2,2018-02-19 02:36:16,2018-02-19 03:06:16,37.792889,-122.402778,37.792889,-122.402778,0.0,At Montgomery St - Accident.,398.0, Montgomery St,R,San Francisco,San Francisco,CA,94104-1836,US,US/Pacific,KOAK,2018-02-19 02:53:00,44.1,37.1,53.0,29.97,10.0,NW,15.0,,Clear,True,False,True,False,False,False,True,False,True,False,False,True,False,Night,Night,Night,Night,02,30
A-4084303,Bing,,2,2018-02-19 02:36:16,2018-02-19 03:06:16,37.792889,-122.402778,37.792889,-122.402778,0.0,At Kearny St - Accident.,398.0, Montgomery St,R,San Francisco,San Francisco,CA,94104-1836,US,US/Pacific,KOAK,2018-02-19 02:53:00,44.1,37.1,53.0,29.97,10.0,NW,15.0,,Clear,True,False,True,False,False,False,True,False,True,False,False,True,False,Night,Night,Night,Night,02,30
A-4084315,Bing,,2,2018-02-19 15:32:00,2018-02-19 21:32:00,37.76197,-122.40578000000001,37.76287,-122.40523999999999,0.069,At Vermont St - Accident. Lane blocked.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2018-02-19 15:53:00,50.0,,50.0,30.03,10.0,WNW,4.6,,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,15,360
A-4084912,Bing,,2,2018-02-20 07:48:31,2018-02-20 13:48:31,37.794818,-122.42331999999999,37.792634,-122.422873,0.153,At Clay St - Accident.,1696.0, Pacific Ave,R,San Francisco,San Francisco,CA,94109-2518,US,US/Pacific,KOAK,2018-02-20 07:53:00,37.0,,79.0,30.25,10.0,Calm,,,Partly Cloudy,True,False,True,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day,07,360
A-4086028,Bing,,2,2018-02-22 12:47:02,2018-02-22 18:47:02,37.784328,-122.393561,37.784328,-122.393561,0.0,At Fremont St/Harrison St - Accident.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2018-02-22 12:53:00,55.0,,57.0,30.23,10.0,West,21.9,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,12,360
A-4086782,Bing,,3,2018-02-24 02:23:49,2018-02-24 08:23:49,37.737063,-122.407661,37.741484,-122.407439,0.306,Between I-280/Alemany Blvd and Army St/Potrero Ave - Accident.,,James Lick Fwy S,R,San Francisco,San Francisco,CA,94134,US,US/Pacific,KSFO,2018-02-24 01:56:00,43.0,,68.0,30.4,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,02,360
A-4086935,Bing,,3,2018-02-25 17:36:34,2018-02-25 23:36:34,37.73137,-122.42358999999999,37.733135,-122.41230900000001,0.628,Between Alemany Blvd and US-101 (San Francisco) - Accident.,,John F Foran Fwy,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2018-02-25 17:56:00,51.1,,63.0,30.23,10.0,West,16.1,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,17,360
A-4087358,Bing,,2,2018-02-26 08:30:36,2018-02-26 14:30:36,37.729619,-122.44036299999999,37.7298,-122.439889,0.028999999999999998,At Monterey Blvd/San Jose Ave - Accident. Lane blocked.,,John F Foran Fwy,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2018-02-26 08:56:00,48.9,,83.0,30.03,8.0,West,8.1,0.02,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,08,360
A-4087368,Bing,,3,2018-02-26 11:08:05,2018-02-26 17:08:05,37.802681,-122.372979,37.80811,-122.36719,0.49,At Treasure Island Rd - Accident. Two lanes blocked.,,San Francisco-Oakland Bay Brg E,R,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2018-02-26 10:53:00,52.0,,89.0,30.02,10.0,West,15.0,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,11,360
A-4087844,Bing,,2,2018-02-27 08:18:36,2018-02-27 14:18:36,37.73217,-122.430621,37.73217,-122.430608,0.001,At Alemany Blvd - Accident. Lane blocked.,,John F Foran Fwy,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2018-02-27 07:56:00,46.9,,34.0,30.01,10.0,NW,8.1,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,08,360
A-4087874,Bing,,2,2018-02-27 16:26:06,2018-02-27 22:26:06,37.80069,-122.42947,37.80069,-122.42947,0.0,At Gough St - Accident. Right lane blocked.,1698.0, Lombard St,L,San Francisco,San Francisco,CA,94123-3007,US,US/Pacific,KSFO,2018-02-27 15:56:00,57.0,,29.0,30.05,10.0,Variable,5.8,,Partly Cloudy,True,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,16,360
A-4088386,Bing,,3,2018-01-01 03:24:21,2018-01-01 09:24:21,37.733506,-122.412098,37.7335,-122.41211000000001,0.001,At US-101 (San Francisco) - Accident.,,I-280 S,R,San Francisco,San Francisco,CA,94134,US,US/Pacific,KSFO,2018-01-01 02:56:00,48.0,,89.0,30.2,8.0,Calm,,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,03,360
A-4088934,Bing,,2,2018-01-02 18:37:51,2018-01-03 00:37:51,37.80771,-122.36764,37.80811,-122.36719,0.037000000000000005,At Treasure Island Rd - Accident.,,I-80 W,R,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2018-01-02 18:53:00,53.1,,80.0,30.1,7.0,SE,3.5,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,18,360
A-4089572,Bing,,2,2018-01-03 16:10:08,2018-01-03 22:10:08,37.80771,-122.36764,37.80811,-122.36719,0.037000000000000005,At Treasure Island Rd - Accident. Center lane blocked.,,I-80 W,R,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2018-01-03 11:53:00,55.0,,83.0,30.03,5.0,SW,4.6,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,16,360
A-4090901,Bing,,2,2018-01-05 18:13:43,2018-01-06 00:13:43,37.71383,-122.47158999999999,37.7116,-122.47126000000002,0.155,At Brotherhood Way - Accident.,,Junipero Serra Blvd,R,San Francisco,San Francisco,CA,94132,US,US/Pacific,KSFO,2018-01-05 17:56:00,55.0,,83.0,30.2,10.0,WNW,8.1,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,18,360
A-4090912,Bing,,3,2018-01-05 19:29:27,2018-01-06 01:29:27,37.772957,-122.406815,37.772957,-122.406815,0.0,At 1c - Accident.,,I-80 W,R,San Francisco,San Francisco,CA,94103,US,US/Pacific,KSFO,2018-01-05 19:56:00,54.0,,90.0,30.2,7.0,WNW,3.5,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,19,360
A-4091134,Bing,,3,2018-01-06 09:44:27,2018-01-06 15:44:27,37.778852,-122.45871000000001,37.783807,-122.45907,0.34299999999999997,Between Anza St and Clement St - Accident.,624.0, Arguello Blvd,L,San Francisco,San Francisco,CA,94118-4004,US,US/Pacific,KSFO,2018-01-06 09:56:00,55.9,,80.0,30.23,10.0,WNW,11.5,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,09,360
A-4091135,Bing,,3,2018-01-06 09:44:27,2018-01-06 15:44:27,37.783807,-122.45907,37.778852,-122.45871000000001,0.34299999999999997,Between Clement St and Anza St - Accident.,899.0, Euclid Ave,L,San Francisco,San Francisco,CA,94118-2510,US,US/Pacific,KSFO,2018-01-06 09:56:00,55.9,,80.0,30.23,10.0,WNW,11.5,,Mostly Cloudy,False,False,False,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day,09,360
A-4091136,Bing,,3,2018-01-06 09:44:27,2018-01-06 15:44:27,37.78143,-122.45664099999999,37.781329,-122.45890800000001,0.124,At 2nd Ave - Accident.,3496.0, Geary Blvd,R,San Francisco,San Francisco,CA,94118-3326,US,US/Pacific,KSFO,2018-01-06 09:56:00,55.9,,80.0,30.23,10.0,WNW,11.5,,Mostly Cloudy,True,False,True,False,False,False,False,False,True,False,True,True,False,Day,Day,Day,Day,09,360
A-4091137,Bing,,3,2018-01-06 09:44:27,2018-01-06 15:44:27,37.781199,-122.458897,37.781240000000004,-122.45808600000001,0.044000000000000004,At Palm Ave - Accident.,,Arguello Blvd,R,San Francisco,San Francisco,CA,94118,US,US/Pacific,KSFO,2018-01-06 09:56:00,55.9,,80.0,30.23,10.0,WNW,11.5,,Mostly Cloudy,True,False,True,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day,09,360
A-4091835,Bing,,2,2018-01-08 08:47:27,2018-01-08 14:47:27,37.726934,-122.445426,37.724683,-122.44716799999999,0.182,Between Monterey Blvd/San Jose Ave and Geneva Ave - Accident. Left lane blocked.,,I-280 S,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2018-01-08 08:56:00,51.1,,96.0,29.85,3.0,Calm,,0.15,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,08,360
A-4091861,Bing,,2,2018-01-08 12:36:14,2018-01-08 18:36:14,37.70867,-122.47128000000001,37.700109999999995,-122.47171000000002,0.5920000000000001,At I-280/Junipero Serra Fwy - Accident.,,CA-1,R,San Francisco,San Francisco,CA,94132,US,US/Pacific,KSFO,2018-01-08 12:56:00,53.1,,93.0,29.75,3.0,ENE,4.6,0.08,Light Rain,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,12,360
A-4091906,Bing,,2,2018-01-08 17:34:44,2018-01-08 23:34:44,37.770559999999996,-122.40588999999999,37.76624,-122.40526000000001,0.3,At US-101 - Accident.,,San Francisco-Oakland Bay Bridge,R,San Francisco,San Francisco,CA,94103,US,US/Pacific,KSFO,2018-01-08 17:56:00,57.9,,93.0,29.66,5.0,SE,6.9,0.11,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,17,360
A-4091909,Bing,,2,2018-01-08 18:24:13,2018-01-09 00:24:13,37.769351,-122.411119,37.767920000000004,-122.40578000000001,0.308,At I-80/James Lick Skwy - Accident. Left lane blocked.,,Central Fwy,R,San Francisco,San Francisco,CA,94103,US,US/Pacific,KSFO,2018-01-08 18:21:00,57.9,,97.0,29.64,5.0,Calm,,0.09,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,18,360
A-4093307,Bing,,2,2018-01-10 14:16:45,2018-01-10 20:16:45,37.784219,-122.39370600000001,37.784219,-122.39370600000001,0.0,At Fremont St/Harrison St - Accident.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2018-01-10 14:13:00,53.1,,100.0,30.16,4.0,ESE,5.8,0.0,Light Drizzle,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,14,360
